,station,total,id,name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end,milesfromstat
557,MAU7O,2077,MAU7O,Mono Centre,CA,ON,71098.0,,44.03,-80.02,436.0,America/Toronto,2020-01-01,2022-09-21,2013-11-19,2022-09-19,2013-01-01,2022-01-01,225.8976074829648
295,KEGV0,2067,KEGV0,Eagle River,US,WI,,KEGV,45.9323,-89.2683,501.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,375.5230633520147
444,KORB0,2063,KORB0,Orr / Glendale,US,MN,,KORB,48.0159,-92.8561,400.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-11,2006-01-01,2022-01-01,597.943097962108
555,L6N28,2062,L6N28,New Glasgow,CA,ON,,,42.51,-81.64,198.0,America/Toronto,,,2000-01-01,2022-09-17,2000-01-01,2022-01-01,109.57661971984956
446,KOSH0,2051,KOSH0,Oshkosh / Stony Beach,US,WI,,KOSH,43.9844,-88.557,246.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,271.99288623187374
101,72538,2050,72538,Copper Harbor,US,MI,72538.0,KP59,47.4667,-87.8833,191.0,America/Detroit,2006-01-01,2022-09-22,2004-11-11,2022-09-14,2004-01-01,2022-01-01,415.0923670561481
63,71733,2038,71733,"Gore Bay, Ontario",CA,ON,,CYZE,45.8833,-82.5667,193.0,America/Nipigon,1955-07-02,2022-09-22,1977-07-01,2022-09-18,1977-01-01,2022-01-01,259.43595000674213
443,KOOA0,2036,KOOA0,Oskaloosa / Cedar,US,IA,,KOOA,41.2261,-92.4938,256.0,America/Chicago,2006-01-01,2022-09-22,2006-01-04,2022-04-24,2012-01-01,2022-01-01,457.29476822795846
96,72533,2029,72533,Fort Wayne International,US,IN,72533.0,KFWA,41.0,-85.0333,248.0,America/Indiana/Indianapolis,1941-11-01,2022-09-22,1939-08-01,2022-09-14,1939-01-01,2022-01-01,107.5698973681924
502,KSDA0,2028,KSDA0,Shenandoah,US,IA,,KSDA,40.7516,-95.4137,296.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2015-01-01,2022-01-01,613.4308542172228
390,KLRJ0,2017,KLRJ0,Le Mars / Armel Acres Mobile Home Estates,US,IA,,KLRJ,42.7779,-96.1937,365.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2011-01-01,2022-01-01,636.3686607450504
559,MUKMN,2014,MUKMN,Oakbank,CA,MB,,,49.93,-96.85,246.0,America/Winnipeg,,,2000-01-01,2022-09-14,2000-01-01,2022-01-01,822.598170504599
68,71749,2002,71749,"Thunder Bay, Ontario",CA,ON,71749.0,CYQT,48.3667,-89.3167,199.0,America/Thunder_Bay,1955-07-02,2022-09-22,1957-01-02,2022-04-25,1957-01-01,2022-01-01,503.4111789810183
243,KC290,2001,KC290,Middleton,US,WI,,KC29,43.1143,-89.5315,283.0,America/Chicago,2020-01-14,2022-09-22,2020-01-14,2022-04-24,2020-01-01,2022-01-01,301.01188389423
242,KBWP0,2000,KBWP0,Wahpeton / Boise De Sioux Mobile Estates,US,ND,,KBWP,46.2443,-96.6072,295.0,America/Chicago,2006-01-01,2022-09-22,2006-01-06,2022-04-24,2006-01-01,2022-01-01,695.1681651076915
178,K06D0,1998,K06D0,Rolla,US,ND,,K06D,48.8844,-99.6208,556.0,America/Chicago,2010-11-18,2022-09-21,2010-11-19,2022-03-09,2017-01-01,2017-01-01,894.5527693378323
352,KHYR0,1998,KHYR0,Hayward,US,WI,,KHYR,46.0253,-91.4442,371.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,463.9000965001974
300,KEST0,1991,KEST0,Estherville / Gruver,US,IA,,KEST,43.4074,-94.7464,402.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,564.5653526038196
179,K2C80,1982,K2C80,Cavalier,US,ND,,K2C8,48.7837,-97.632,272.0,America/Chicago,2010-11-18,2022-09-22,2010-11-19,2022-03-09,2014-01-01,2019-01-01,810.4689649684917
501,KSAZ0,1977,KSAZ0,Staples,US,MN,,KSAZ,46.3809,-94.8066,393.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,618.2650391298951
97,72534,1964,72534,Chicago Midway Airport,US,IL,72534.0,KMDW,41.7833,-87.75,189.0,America/Chicago,1973-01-01,2022-09-22,1928-02-29,2022-09-13,1928-01-01,2022-01-01,208.3421542269787
494,KRRL0,1956,KRRL0,Merrill,US,WI,,KRRL,45.1989,-89.7129,402.0,America/Chicago,2006-01-01,2022-09-22,2006-01-02,2022-04-24,2008-01-01,2022-01-01,362.491650813878
495,KRRT0,1952,KRRT0,Warroad / Longworth,US,MN,,KRRT,48.9415,-95.3485,328.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,727.8983464138103
391,KLUM0,1946,KLUM0,Menomonie / Rusk,US,WI,,KLUM,44.8923,-91.8678,273.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,447.22006319004896
451,KOVS0,1944,KOVS0,Boscobel,US,WI,,KOVS,43.1608,-90.674,205.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,358.57012844226426
98,72535,1938,72535,South Bend Regional Airport,US,IN,72535.0,KSBN,41.7,-86.3167,244.0,America/Indiana/Indianapolis,1973-01-01,2022-09-22,1893-12-01,2022-09-14,1893-01-01,2022-01-01,137.26715696675956
351,KHSI0,1931,KHSI0,Hastings / Ingleside,US,NE,,KHSI,40.6052,-98.4279,598.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,769.8916229613512
560,MVZI9,1928,MVZI9,Brantford Airport,CA,ON,71602.0,,43.14,-80.33,246.0,America/Toronto,2020-01-01,2022-09-21,2014-12-12,2022-09-19,2015-01-01,2022-01-01,185.09107353333107
99,72536,1918,72536,Toledo Express Airport,US,OH,72536.0,KTOL,41.5833,-83.8,208.0,America/New_York,1973-01-01,2022-09-22,1955-01-01,2022-09-14,1955-01-01,2022-01-01,44.23890161895907
55,71634,1906,71634,Sarnia Airport,CA,NB,,CYZR,43.0,-82.3167,181.0,America/Toronto,2004-03-21,2022-09-22,2006-01-04,2022-09-18,2007-01-01,2022-01-01,90.46307405870223
445,KOSC0,1896,KOSC0,Oscoda / Whispering Woods Mobile Home Community,US,MI,,KOSC,44.4515,-83.3942,193.0,America/Detroit,1943-07-01,2022-09-22,1943-07-02,2022-04-25,1943-01-01,2022-01-01,154.85725798840036
500,KS320,1894,KS320,Cooperstown,US,ND,,KS32,47.4228,-98.1059,434.0,America/Chicago,2015-09-26,2022-09-22,2015-09-27,2022-04-24,2020-01-01,2022-01-01,790.131212169427
450,KOVL0,1883,KOVL0,Olivia,US,MN,,KOVL,44.7786,-95.0328,328.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,593.4466213574061
393,KLWA0,1878,KLWA0,South Haven / Mitchell Brothers Mobile Home Park,US,MI,,KLWA,42.3512,-86.2556,203.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,128.93427069146344
392,KLVN0,1874,KLVN0,Minneapolis / Lakeville,US,MN,,KLVN,44.6279,-93.2281,293.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2007-01-01,2022-01-01,504.8178987542485
350,KHPT0,1853,KHPT0,Hampton,US,IA,,KHPT,42.7237,-93.2263,358.0,America/Chicago,2020-01-14,2022-09-22,2020-01-14,2022-04-24,2020-01-01,2021-01-01,485.4168257095812
558,MEIQU,1833,MEIQU,Amherstburg,CA,ON,,,42.1,-83.09,182.0,America/Toronto,,,2000-01-01,2022-09-17,2000-01-01,2022-01-01,34.71930689503764
449,KOTM0,1825,KOTM0,Ottumwa / Keb (Historical),US,IA,,KOTM,41.1066,-92.4479,258.0,America/Chicago,1973-01-01,2022-09-22,1973-01-01,2022-04-24,1975-01-01,2021-01-01,456.6778992745756
60,71667,1821,71667,Thunder Bay CS,CA,ON,71667.0,CZTB,48.37,-89.33,199.0,America/Thunder_Bay,2005-01-01,2022-09-22,2003-10-01,2022-09-15,2003-01-01,2022-01-01,503.9469732904038
169,FO7ZN,1811,FO7ZN,Strathroy-mullifarry,CA,ON,,,42.98,-81.64,243.0,America/Toronto,,,2000-01-01,2022-09-12,2000-01-01,2022-01-01,119.40587107359138
54,71633,1810,71633,Wiarton Airport,CA,ON,71633.0,CYVV,44.74,-81.11,222.0,America/Toronto,1950-01-01,2022-09-22,1947-07-04,2022-09-19,1947-01-01,2022-01-01,218.48443857011333
245,KC620,1810,KC620,Kendallville / Wakeville Village,US,IN,,KC62,41.4727,-85.2608,306.0,America/Indiana/Indianapolis,2020-01-14,2022-09-22,2020-01-14,2022-04-24,2020-01-01,2022-01-01,93.7795762107624
170,FT7VY,1808,FT7VY,Timmins,CA,ON,71193.0,,48.56,-81.39,294.0,America/Toronto,2020-01-01,2022-09-21,2008-10-01,2022-09-18,2008-01-01,2022-01-01,452.3254128868925
566,SJZBK,1807,SJZBK,Holland,CA,MB,,,49.61,-98.88,375.0,America/Winnipeg,,,2000-01-01,2022-09-12,2000-01-01,2009-01-01,887.6107641117301
177,JXPVQ,1794,JXPVQ,Geraldton Airport,CA,ON,,,49.78,-86.99,348.0,America/Nipigon,2020-01-01,2022-09-21,2018-10-29,2022-09-01,2018-01-01,2021-01-01,544.6536038393725
447,KOSU0,1792,KOSU0,Columbus / Linworth,US,OH,,KOSU,40.0798,-83.073,276.0,America/New_York,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,151.99933967436445
176,IU5MI,1790,IU5MI,Bonner Lake,CA,ON,,,49.38,-82.12,245.0,America/Nipigon,,,2000-05-01,2022-09-15,2000-01-01,2022-01-01,500.4544468179096
58,71655,1784,71655,Rawson Lake / Hawk Lake,CA,ON,,CTRA,49.6642,-93.7328,435.0,America/Rainy_River,2009-09-23,2022-09-22,2009-09-24,2022-04-26,2009-01-01,2021-01-01,702.857994558957
355,KHZY0,1783,KHZY0,Ashtabula / Bulah,US,OH,,KHZY,41.778,-80.6955,282.0,America/New_York,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,159.98720752408235
56,71637,1778,71637,Dryden,CA,ON,,CXDR,49.8583,-92.7971,410.0,America/Rainy_River,2014-04-04,2022-08-25,,,,,682.8168388331228
61,71704,1775,71704,Sarnia,CA,ON,71704.0,,43.0,-82.31,181.0,America/Toronto,2020-01-01,2022-09-21,2009-12-17,2022-09-18,2010-01-01,2022-01-01,90.73837443356858
301,KETB0,1775,KETB0,West Bend / Myra,US,WI,,KETB,43.4222,-88.1279,270.0,America/Chicago,2006-01-02,2022-09-22,2006-07-02,2022-04-24,2014-01-01,2022-01-01,237.5277194665767
52,71631,1774,71631,Mount Forest,CA,ON,71631.0,CWLS,43.98,-80.75,414.0,America/Toronto,1962-01-01,2022-09-22,1977-07-04,2022-09-20,1995-01-01,2022-01-01,194.068589173872
100,72537,1772,72537,Detroit Metropolitan,US,MI,72537.0,KDTW,42.2333,-83.0,195.0,America/Detroit,1942-08-01,2022-09-22,1942-08-01,2022-09-14,1942-01-01,2022-01-01,38.25335748707118
244,KC350,1772,KC350,Reedsburg / Maple Aire Mobile Village,US,WI,,KC35,43.5259,-89.9832,276.0,America/Chicago,2020-01-14,2022-09-22,2020-01-14,2022-04-24,2020-01-01,2022-01-01,329.1144640431073
562,N74GR,1764,N74GR,Dryden Regional,CA,ON,71527.0,,49.83,-92.74,413.0,America/Rainy_River,2020-01-01,2022-09-21,2010-09-24,2022-09-18,2011-01-01,2022-01-01,679.6473858917955
394,KLWD0,1764,KLWD0,Lamoni / Togo (Historical),US,IA,,KLWD,40.6333,-93.9022,345.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,538.4626981498113
287,KDVP0,1763,KDVP0,Davenport / Slayton,US,IA,,KDVP,43.9868,-95.7826,495.0,America/Chicago,2005-08-11,2022-09-13,2005-08-12,2022-04-24,2006-01-01,2022-01-01,620.2983926899153
53,71632,1756,71632,"Britt, Ontario",CA,ON,,CWBI,45.8,-80.5333,190.0,America/Nipigon,2017-02-28,2017-03-15,1977-07-01,2022-09-18,1981-01-01,2022-01-01,294.23847998671044
448,KOTG0,1736,KOTG0,Worthington / Sungold Heights Mobile Home Park,US,MN,,KOTG,43.6551,-95.5792,480.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,607.7098366187491
168,ERRXP,1692,ERRXP,Sudbury,CA,ON,71733.0,,46.63,-80.8,348.0,America/Toronto,2020-01-01,2022-09-21,2011-08-12,2022-09-19,1999-01-01,2022-01-01,337.3305068646622
249,KCBF0,1692,KCBF0,Council Bluffs / Gilliatt,US,IA,,KCBF,41.2601,-95.7587,380.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2011-01-01,2022-01-01,623.9623382601698
291,KEAU0,1680,KEAU0,Eau Claire County / Pinehurst,US,WI,,KEAU,44.8658,-91.4843,278.0,America/Chicago,1973-01-01,2022-09-22,1973-01-01,2022-04-24,1973-01-01,2022-01-01,429.0733425447458
49,71579,1675,71579,Winnipeg The Forks,CA,MB,71579.0,CXWN,49.89,-97.13,230.0,America/Winnipeg,2001-09-16,2022-09-22,1999-11-01,2022-09-18,1999-01-01,2022-01-01,831.2682511583678
452,KOWA0,1657,KOWA0,Owatonna / Clinton Falls,US,MN,,KOWA,44.123,-93.2588,349.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,497.89989642098186
102,72539,1633,72539,Capital City Airport,US,MI,72539.0,KLAN,42.7833,-84.5833,262.0,America/Detroit,1973-01-01,2022-09-22,1948-01-01,2022-09-14,1948-01-01,2022-01-01,57.67245151947908
246,KC650,1611,KC650,Plymouth,US,IN,,KC65,41.3651,-86.3005,244.0,America/Indiana/Indianapolis,2020-01-14,2022-09-22,2020-01-14,2022-04-24,2020-01-01,2022-01-01,144.61888194876778
353,KHYX0,1608,KHYX0,Saginaw / Robin Glen Mobile Home Community,US,MI,,KHYX,43.4334,-83.8623,183.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,83.76128516786304
247,KCAD0,1604,KCAD0,Cadillac / Cadillac Leisure Mobile Home Community,US,MI,,KCAD,44.2753,-85.4189,398.0,America/Detroit,1990-07-24,2022-09-22,1993-12-02,2022-04-24,2005-01-01,2022-01-01,164.9208355165477
103,72540,1602,72540,Spickard,US,MI,72540.0,KP35,40.25,-93.7167,271.0,America/Chicago,,,1957-03-17,2022-09-14,1957-01-01,2022-01-01,536.6036330660049
174,HIIF6,1575,HIIF6,Wawa Airport,CA,ON,,,47.97,-84.79,288.0,America/Nipigon,2020-01-01,2022-09-21,2018-10-29,2022-09-19,2018-01-01,2022-01-01,400.1235887662229
59,71660,1564,71660,Timmins / Strickland,CA,ON,,CXTI,49.2815,-81.7941,244.0,America/Nipigon,2014-04-04,2022-08-25,2017-03-10,2022-04-15,2017-01-01,2021-01-01,496.4815795992823
167,DRPUK,1561,DRPUK,Terrace Bay Airport,CA,ON,73018.0,,48.82,-87.09,290.0,America/Nipigon,2020-01-01,2022-09-21,2018-01-08,2022-09-19,2018-01-01,2022-01-01,483.5291222624184
396,KLXN0,1561,KLXN0,Lexington / Donald Price Mobile Home Park,US,NE,,KLXN,40.7904,-99.7759,736.0,America/Chicago,2005-01-01,2022-09-22,2005-01-01,2022-04-24,2010-01-01,2022-01-01,836.196621627179
172,GUUD7,1558,GUUD7,Kincardine,CA,ON,,,44.17,-81.62,200.0,America/Toronto,,,2000-01-01,2022-04-14,2000-01-01,2010-01-01,172.00346404175468
561,N4N88,1557,N4N88,Thornbury 3,CA,ON,,,44.55,-80.47,212.0,America/Toronto,,,2006-05-01,2022-09-17,2006-01-01,2022-01-01,230.19141118673787
486,KRHI0,1552,KRHI0,Rhinelander,US,WI,,KRHI,45.6309,-89.4666,495.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,369.7695492707318
285,KDTL0,1551,KDTL0,Detroit Lakes / Richards,US,MN,,KDTL,46.8252,-95.8856,426.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,677.6267159683405
173,HEZQT,1544,HEZQT,Baldur,CA,MB,,,49.28,-99.29,450.0,America/Winnipeg,,,2000-01-01,2022-08-13,2000-01-01,2021-01-01,893.0866378070672
564,NLAUF,1543,NLAUF,Thunder Bay,CA,ON,71072.0,,48.37,-89.32,199.0,America/Thunder_Bay,2020-05-08,2022-09-21,2012-02-09,2022-09-18,1954-01-01,2022-01-01,503.6851337747241
376,KJVL0,1540,KJVL0,Janesville / Afton,US,WI,,KJVL,42.6202,-89.0416,246.0,America/Chicago,2006-01-01,2022-09-22,2020-01-14,2022-04-24,2020-01-01,2022-01-01,272.1751936364928
354,KHZX0,1534,KHZX0,McGregor,US,MN,,KHZX,46.6188,-93.3098,374.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2007-01-01,2022-01-01,561.632255599902
565,QHA0T,1514,QHA0T,Marathon Airport,CA,ON,,,48.76,-86.35,315.0,America/Toronto,2020-01-01,2022-09-19,,,,,468.7568911227198
498,KRZL0,1510,KRZL0,Rensselaer,US,IN,,KRZL,40.9479,-87.1826,213.0,America/Chicago,2011-05-16,2022-09-22,2011-05-17,2022-04-24,2020-01-01,2022-01-01,198.61789529821385
490,KROS0,1510,KROS0,Rush City / Stenger's Mobile Home Park,US,MN,,KROS,45.6971,-92.9522,282.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,517.5723889783686
462,KPEA0,1510,KPEA0,Pella,US,IA,,KPEA,41.4012,-92.9459,270.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2011-01-01,2022-01-01,478.16678906697217
57,71642,1498,71642,Chapleau Airport,CA,ON,71642.0,CYLD,47.82,-83.35,448.0,America/Toronto,1996-11-01,2022-09-22,1978-07-01,2022-04-23,1978-01-01,2018-01-01,386.980948864923
171,GCHAU,1498,GCHAU,Schanzenfeld,CA,MB,,,49.13,-97.95,277.0,America/Winnipeg,,,2000-01-01,2022-09-18,2000-01-01,2021-01-01,834.7605834671963
252,KCDD0,1497,KCDD0,Crane Lake,US,MN,,KCDD,48.2666,-92.4835,341.0,America/Chicago,2006-01-01,2022-09-22,2006-02-23,2022-04-24,2010-01-01,2021-01-01,595.8425429160773
11,6URQB,1495,6URQB,Portage La Prairie CDA,CA,MB,,,49.95,-98.27,259.0,America/Winnipeg,,,2000-01-01,2022-09-16,2000-01-01,2022-01-01,876.1028198691641
455,KOXV0,1491,KOXV0,Knoxville / Wheel Estates Mobile Home Park,US,IA,,KOXV,41.2991,-93.1137,283.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2014-01-01,2022-01-01,488.006163590511
487,KRMY0,1483,KRMY0,Marshall,US,MI,,KRMY,42.2512,-84.9554,287.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-25,2008-01-01,2022-01-01,62.080064228429855
366,KIMT0,1468,KIMT0,Iron Mountain,US,MI,,KIMT,45.8184,-88.1146,360.0,America/Menominee,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,330.0429528848237
563,NCUQS,1466,NCUQS,Portage Romance,CA,MB,,,49.98,-98.3,262.0,America/Winnipeg,,,2007-01-01,2022-09-17,2007-01-01,2022-01-01,878.3357356358517
489,KRNP0,1457,KRNP0,Owosso / Middletown,US,MI,,KRNP,42.993,-84.1385,224.0,America/Detroit,2005-01-01,2022-09-22,2005-01-01,2022-04-25,2006-01-01,2022-01-01,56.79927576592002
175,I0EZ7,1456,I0EZ7,Cypress River RCS,CA,MB,71239.0,,49.56,-99.07,374.0,America/Winnipeg,2020-01-01,2022-09-21,2009-09-15,2022-09-18,2009-01-01,2022-01-01,893.3986822822357
250,KCBG0,1454,KCBG0,Cambridge / Pine Village Mobile Home Park,US,MN,,KCBG,45.5575,-93.2642,288.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-20,2007-01-01,2022-01-01,527.6174847316393
44,71538,1452,71538,Windsor Airport,CA,ON,71538.0,CYQG,42.28,-82.96,190.0,America/Toronto,1955-07-02,2022-09-22,1940-08-01,2022-09-20,1940-01-01,2022-01-01,40.47539468591726
485,KRGK0,1448,KRGK0,Red Wing / Oak Hill Mobile Home Park,US,MN,,KRGK,44.5894,-92.485,237.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,468.9319521832161
104,72542,1446,72542,Burlington / Congers Mobile Home Park,US,IA,72542.0,KBRL,40.7832,-91.1255,213.0,America/Chicago,2005-01-01,2022-09-22,1897-07-14,2022-09-14,1897-01-01,2022-01-01,395.40473290533777
162,CTGT0,1445,CTGT0,Guelph / University of Guelph,CA,ON,,CTGT,43.55,-80.2167,325.0,America/Toronto,2007-02-28,2022-03-24,2007-04-20,2022-03-05,2008-01-01,2021-01-01,201.1660512932681
45,71559,1437,71559,Terrace Bay,CA,ON,,CYTJ,48.8167,-87.1,290.0,America/Nipigon,1982-08-06,2022-08-24,2011-11-28,2022-09-18,2011-01-01,2022-01-01,483.4785124272933
51,71623,1434,71623,London International Airport,CA,ON,71623.0,CYXU,43.03,-81.15,278.0,America/Toronto,1955-07-02,2022-09-22,1982-01-03,2022-09-18,2000-01-01,2022-01-01,143.54523337075454
383,KLDM0,1433,KLDM0,Ludington / Hidden Forest Mobile Home Park,US,MI,,KLDM,43.9625,-86.4079,197.0,America/Detroit,2005-01-01,2022-09-22,2005-01-01,2022-04-24,2006-01-01,2022-01-01,180.4255687547471
165,D454J,1431,D454J,Monetville 2,CA,ON,,,46.22,-80.3,205.0,America/Toronto,,,2015-02-28,2022-09-18,2015-01-01,2022-01-01,324.62129573329565
387,KLNR0,1430,KLNR0,Lone Rock,US,WI,,KLNR,43.2119,-90.1798,219.0,America/Chicago,1973-01-01,2022-09-22,2004-01-03,2022-04-24,2005-01-01,2022-01-01,334.43918830851663
164,CYSP0,1430,CYSP0,Marathon,CA,ON,,CYSP,48.7553,-86.3444,316.0,America/Nipigon,2007-10-25,2022-09-21,2020-01-14,2022-04-11,,,468.3726112171491
371,KISW0,1425,KISW0,Wisconsin Rapids / Port Edwards,US,WI,,KISW,44.3603,-89.839,311.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,340.7391577390408
277,KDFI0,1414,KDFI0,Defiance / Brunersburg,US,OH,,KDFI,41.3375,-84.4288,216.0,America/New_York,2006-01-01,2022-09-22,2006-01-01,2022-04-19,2006-01-01,2021-01-01,70.57095913572009
384,KLJF0,1399,KLJF0,Litchfield / Evergreen Mobile Home Park,US,MN,,KLJF,45.1,-94.5,347.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2007-01-01,2022-01-01,573.8911545170909
46,71560,1391,71560,Emerson,CA,MB,71560.0,,49.0,-97.24,242.0,America/Chicago,2001-09-16,2022-09-21,2009-07-23,2022-09-18,2009-01-01,2022-01-01,802.3553751673983
488,KRNH0,1387,KRNH0,New Richmond / Woodbridge Trailer Court,US,WI,,KRNH,45.1478,-92.5392,304.0,America/Chicago,2006-01-01,2022-09-22,2006-01-02,2022-04-24,2007-01-01,2022-01-01,484.2817227246464
160,ATA0X,1381,ATA0X,Roseville,CA,ON,,,43.35,-80.47,328.0,America/Toronto,,,2000-01-01,2022-09-17,2000-01-01,2022-01-01,183.79446938206337
248,KCAV0,1379,KCAV0,Clarion,US,IA,,KCAV,42.7419,-93.7589,353.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2014-01-01,2022-01-01,512.532707892545
568,UV7W2,1363,UV7W2,St Labre,CA,MB,,,49.35,-96.04,352.0,America/Winnipeg,,,2000-09-01,2022-09-17,2000-01-01,2022-01-01,769.7838838813607
483,KRCX0,1361,KRCX0,Ladysmith / Tony,US,WI,,KRCX,45.4968,-91.0005,378.0,America/Chicago,2009-06-17,2022-09-22,2009-06-17,2022-04-24,2009-01-01,2022-01-01,426.8658462808973
292,KEBS0,1361,KEBS0,Webster City / Highview,US,IA,,KEBS,42.4365,-93.8691,342.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2010-01-01,2022-01-01,518.3714792699566
105,72543,1360,72543,Greater Rockford Airport,US,IL,72543.0,KRFD,42.2,-89.1,224.0,America/Chicago,1973-01-01,2022-09-22,1951-01-01,2022-09-14,1951-01-01,2022-01-01,274.6950343634056
27,71303,1354,71303,Point Pelee CS,CA,ON,71303.0,CXPT,41.95,-82.52,177.0,America/Toronto,2004-08-24,2022-09-20,1999-01-01,2022-09-18,1999-01-01,2022-01-01,65.76588939761638
365,KIKW0,1344,KIKW0,Midland / Alpine Mobile Home Village,US,MI,,KIKW,43.6629,-84.2613,194.0,America/Detroit,2009-04-06,2022-09-22,2009-04-07,2022-04-24,2009-01-01,2022-01-01,102.77761082897744
107,72545,1338,72545,Cedar Rapids / Konigsmark,US,IA,72545.0,KCID,41.8851,-91.7123,265.0,America/Chicago,1973-01-01,2022-09-22,1953-06-01,2022-09-14,1953-01-01,2022-01-01,410.300056120137
111,72549,1334,72549,Fort Dodge,US,IA,72549.0,KFOD,42.55,-94.1833,354.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-25,2006-01-01,2022-01-01,534.2184160940607
370,KISQ0,1329,KISQ0,Manistique,US,MI,,KISQ,45.9746,-86.1718,209.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,285.73390093925786
106,72544,1322,72544,Moline Quad-City Airport,US,IL,72544.0,KMLI,41.45,-90.0167,180.0,America/Chicago,1973-01-01,2022-09-22,1943-05-24,2022-09-14,1943-01-01,2022-01-01,327.9560976330165
456,KOZW0,1316,KOZW0,Howell / Burkhart Ridge Mobile Home Park,US,MI,,KOZW,42.6294,-83.9822,293.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-25,2007-01-01,2022-01-01,30.548844226664635
32,71435,1292,71435,Upsala,CA,ON,71435.0,CWDV,49.03,-90.47,488.0,America/Nipigon,1981-10-26,2022-09-22,1973-01-01,2022-09-18,1973-01-01,2022-01-01,571.4790082405755
110,72548,1289,72548,Waterloo Municipal Airport,US,IA,72548.0,KALO,42.55,-92.0667,266.0,America/Chicago,1960-03-01,2022-09-22,1950-03-01,2022-09-14,1950-01-01,2022-01-01,426.2029378862108
263,KCNB0,1286,KCNB0,Canby,US,MN,,KCNB,44.7295,-96.266,364.0,America/Chicago,2006-10-18,2022-09-22,2006-10-20,2022-04-24,2009-01-01,2022-01-01,652.0509846449283
43,71527,1280,71527,"Simcoe, Ontario",CA,ON,,CWSI,42.85,-80.2667,241.0,America/Toronto,,,2010-09-24,2022-09-18,2011-01-01,2022-01-01,182.76756778114824
386,KLNN0,1278,KLNN0,Willoughby / Woodbridge,US,OH,,KLNN,41.684,-81.3898,191.0,America/New_York,1983-11-03,2022-09-22,2015-01-09,2022-04-24,2015-01-01,2022-01-01,126.93541309969775
